,FMID,MarketName,Website,Facebook,TwitterHandle,Youtube,OtherMedia,Instagram,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,StateCode,Population
4563,1004052,Main Street Farmers Market,,https://www.facebook.com/NashuaFarmersMarket,DowntownNashua,,,,53-75 Main St.,Nashua,Hillsborough,New Hampshire,3060,06/21/2015 to 10/11/2015,Sun: 10:00 AM-2:00 PM;,,,,,,,-71.4664,42.7635,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,2015-03-24T13:15:16Z,NH,231262.0
4564,1011624,Main Street Farmers & Artists Market,http://gaithersburgmd.gov/leisure/markets/farmers-markets,www.facebook.com/GaithersburgMarkets,,,,,301 Main Street,Gaithersburg,Montgomery,Maryland,20878,01/01/2015 to 12/31/2015,Sat: 9:00 AM-2:00 PM;,01/01/2016 to 12/31/2016,Sat: 9:00 AM-2:00 PM;,,,,,-77.23881,39.121903,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,2015-08-04T11:45:49Z,MD,68710.0
4565,1004406,Main Street Farmers Market,,https://www.facebook.com/pages/Medicine-River-Market-LLC/407131652646867,,,,,1st & Main St.,Medicine Lodge,Barber,Kansas,67104,,Tue: 9:00 PM-11:00 PM;Sat: 9:00 AM-11:00 AM;,,,,,,,-98.57931490000001,37.281811,,Y,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2015-04-27T11:02:54Z,KS,1901.0
4566,1005103,Main Street Farmers Market,http://www.gaithersburgmd.gov/events,,,,,,301 Main Street,Gaithersburg,Montgomery,Maryland,20878,May to November,Sat:10:00 AM - 2:00 PM;,,,,,,,-77.238736,39.121704,Other,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2012-05-07T11:31:36Z,MD,68710.0
4567,1018423,Main Street Farmers Market,,Main Street Farmers Market,,,,,Main Street and Nepique @ Founders Park,Jennings,Jefferson Davis,Louisiana,70546,04/08/2017 to 11/18/2017,,,,,,,,-92.658289,30.223058,,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2017-06-27T09:50:26Z,LA,9507.0
4568,1001102,Main Street Farmers Market,http://www.mainstfarmersmarket.com,https://www.facebook.com/mainstfarmersmarket,MainStFarmers,,,,325 East Main St,Chattanooga,Hamilton,Tennessee,37408,04/01/2016 to 11/01/2016,Wed: 4:00 PM-6:00 PM;,11/01/2016 to 03/31/2017,Wed: 4:00 PM-5:00 PM;,,,,,-85.3035113,35.0347171,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,2016-07-04T21:08:23Z,TN,407182.0
4569,1001106,Main Street Farmers Market,,,,,,,Town Square,Ripley,Tippah,Mississippi,38663,May to October,Sat:7:00 am - 11:00 am;,,,,,,,-88.9496,34.7279,Local government building grounds,N,Y,N,Y,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/20/2011 12:06:14 PM,MS,3513.0
4570,1006837,Main Street Farmers Market,http://www.facebook.com/farmtrails,,,,,,385 Main Street,Placerville,El Dorado,California,95667,06/05/2014 to 09/25/2014,Wed: 4:00 PM-8:00 PM;,,,,,,,-120.8012,38.728970000000004,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,2014-03-31T18:30:59Z,CA,31260.0
4572,1004199,Main Street Farmers Market,,,,,,,132 E Main St,Dwight,Livingston,Illinois,60420,05/17/2014 to 10/04/2014,Sat: 8:00 AM-11:00 AM;,,,,,,,-88.426938,41.092872,Closed-off public street,N,N,N,N,N,-,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,2014-04-10T14:23:10Z,IL,5073.0
4573,1005528,Main Street Farmers Market,http://www.msfm.org,,,,,,South Main at Wheeling,Washington,Washington,Pennsylvania,15301,05/15/2014 to 10/30/2014,,,,,,,,-80.245,40.169000000000004,Local government building grounds,Y,Y,N,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,4/2/2014 12:23:04 PM,PA,13566.0
4574,1011119,Main Street Farmers Market,http://www.chanutemainstreet.com,,,,,,Main Street and Highland Ave,Chanute,Neosho,Kansas,66720,05/24/2016 to 09/27/2016,Tue: 4:30 PM-6:00 PM;,,,,,,,-95.4504829,37.6817937,,Y,N,N,N,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-07-20T11:59:55Z,KS,8994.0
4575,1002207,Main Street Farmers Market Downtown Aledo,http://www.aledomainstreet.com,https://www.facebook.com/aledomainstreet,,,,,201 West Main Street,Aledo,Mercer,Illinois,61231,06/12/2014 to 10/09/2014,Thu: 4:00 PM-6:00 PM;,,,,,,,-90.749087,41.200396999999995,Local government building grounds,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,2014-03-31T16:03:15Z,IL,3490.0
4579,1018147,Main Street Hanford Thursday Night Market Place,http://www.mainstreethanford.com,www.facebook.com/thursdaynightmarketplace,MainStHanford,,,,219 W. Lacey Blvd.,Hanford,Kings,California,93230,05/04/2017 to 09/28/2017,Thu: 5:30 PM-9:00 PM;,,,,,,,-119.64726200000001,36.326377,,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,2017-06-20T13:34:47Z,CA,92066.0
4585,1001819,Main Street Marshfield Farmers Market,http://www.mainstreetmarshfield.com,,,,,,641 S. Central Avenue,Marshfield,Wood,Wisconsin,54449,06/18/2013 to 09/24/2013,Tue: 9:00 AM-1:00 PM;,,,,,,,-90.1768,44.6612,Private business parking lot,N,N,N,N,Y,-,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,2013-06-24T13:50:23Z,WI,18697.0
4590,1005791,Main Street Saturday Market Of Murfreesboro,http://www.downtownmurfreesboro.com,Saturday Market on the Square,,,,,historic public square of downtown Murfreesboro around the courthouse,Murfreesboro,Rutherford,Tennessee,37130,06/07/2014 to 10/25/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-86.39027,35.8456213,Local government building grounds,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,4/1/2014 12:29:08 PM,TN,167055.0
4592,1006625,Main Street Square Farmers' Market,http://Www.MainStreetSquareRC.Com,,,,,,512 Main Street,Rapid City,Pennington,South Dakota,57701,May to October,Sat:9:00 AM - 1:00 PM;,,,,,,,-103.225874,44.081249,Other,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,2012-05-09T15:02:13Z,SD,88979.0
4593,1008513,Main Street Statesboro Farmers Market,http://www.StatesboroFarmersMarket.com,https://www.facebook.com/TheMainStreetStatesboroFarmersMarket?ref=hl,,,,,2 East Main Street,Statesboro,Bulloch,Georgia,30458,04/06/2013 to 11/23/2013,Sat: 9:00 AM-12:30 PM;,,,,,,,-81.782923,32.448625,Private business parking lot,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2013-06-26T06:16:18Z,GA,40090.0
4594,1005172,Main Street Woodbury Farmers Market,http://www.mainstreetwoodbury.org/ls/farmersmarket.html,,,,,,Cooper Street and Railroad Avenue,Woodbury,Gloucester,New Jersey,8096,May to September,Fri:3:00 PM - 7:00 PM;,,,,,,,-75.1500467,39.8367003,Local government building grounds,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,2012-05-18T17:42:48Z,NJ,9919.0
4595,1005140,Main Street Woodstock Farmers Market,http://www.mainstreetwoodstock.org,https://www.facebook.com/MainStreetWoodstock,,,https://www.pinterest.com/mswoodstock/,,Market Street and Elm Street,Woodstock,Cherokee,Georgia,30188,05/03/2014 to 10/25/2014,Sat: 8:30 AM-12:00 PM;,,,,,,,-84.5202979,34.1001595,Closed-off public street,Y,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,2014-04-22T15:04:38Z,GA,31564.0
4597,1000030,Mainstreet Libertyville Farmers Market,http://www.libertyvillefarmersmarket.org,,,,,,120 W Church Street,Libertyville,Lake,Illinois,60048,06/01/2017 to 10/19/2017,Thu: 7:00 AM-1:00 PM;,,,,,,,-87.954676,42.287,,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,2017-04-04T17:07:51Z,IL,20490.0
4598,1007237,Mainstreet's Dowtown Farmers Market,,,,,,,8 Broad Street,Alexander City,Tallapoosa,Alabama,35010,June to October,Sat:7:00 AM - 11:30 PM;,,,,,,,-85.9547,32.9446,Closed-off public street,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,2012-05-03T14:37:27Z,AL,9222.0
4604,1005256,Makiki District Park (people's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,,1527 Keeaumoku Street,Honolulu,Honolulu,Hawaii,96822,01/01/2013 to 12/31/2013,Mon: 8:30 AM-9:30 AM;,,,,,,,-157.836433,21.303969,,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,2015-03-25T18:36:57Z,HI,833671.0
4607,1004567,Malcolm X Boulevard Community Farmers Market,,,,,,,"Malcolm X Blvd & Chauncey,",Brooklyn,Kings,New York,11233,July to October,Sat:8:00 AM - 3:00 PM;,,,,,,,-73.92818199999999,40.679971,Other,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,2012-05-06T16:04:56Z,NY,2629150.0
4608,1001942,Malden Farmers Market,http://www.maldenchamber.org,,,,,,200 Pleasant St,Malden,Middlesex,Massachusetts,2148,June to September,Tue:3:00 PM - 6:00 PM;,,,,,,,-71.072949,42.427044,Local government building grounds,N,N,N,N,Y,-,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2012-06-05T10:44:09Z,MA,61246.0
4610,1005657,Malone Farmers' Market,http://www.adirondackfarmersmarket.com,,,,,,Rt. 11 Malone Airport,Malone,Franklin,New York,12953,06/11/2014 to 10/15/2014,Wed: 12:00 PM-4:30 PM;,,,,,,,-74.327326,44.847775,Local government building grounds,N,Y,N,Y,Y,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-05-23T11:01:17Z,NY,10391.0
4611,1001534,Malta Farmers' Market,http://www.maltafarmersmarket.org,https://www.facebook.com/pages/Malta-Farmers-Market/260306257415569,,,,,2570 Route 9,Ballston Spa,Saratoga,New York,12020,06/03/2014 to 10/28/2014,Tue: 3:00 PM-6:00 PM;,,,,,,,-73.789594,42.976901,Private business parking lot,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-04-07T10:54:08Z,NY,5340.0
4618,1012225,Mancelona Farmers Market,,Mancelonafarmersmarket,,,,,121 State St,Mancelona,Antrim,Michigan,49659,05/19/2016 to 10/27/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-85.059364,44.90273,,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-07-05T10:12:58Z,MI,1364.0
4620,1018632,Manchester Community Market,,https://www.facebook.com/manchesterfood/,,,www.manchestercommunitymarket.org,,Victory Park - Chestnut St. & Concord St.,Manchester,Hillsborough,New Hampshire,3101,06/15/2017 to 10/12/2017,Thu: 3:00 PM-6:30 PM;,,,,,,,-71.4601766,42.992283799999996,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,2017-07-09T13:59:57Z,NH,160742.0
4624,1008604,Manchester Farmers Market,http://manchesternhfarmersmarket.com/,https://www.facebook.com/pages/Manchester-Farmers-Market/132339843447323,,,,,Concord & Pine,Manchester,Hillsborough,New Hampshire,3105,06/19/2014 to 10/23/2014,Thu: 3:00 PM-6:30 PM;,,,,,,,-71.459973,42.99272,Closed-off public street,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,2014-03-31T18:30:03Z,NH,160742.0
4625,1010154,Manchester Locally Grown Online Farmers' Market,,https://www.facebook.com/ManchesterLocallyGrownFarmersMarket?ref=hl,,,,,113 East Main Street,Manchester,Coffee,Tennessee,37355,01/01/2016 to 12/31/2016,Tue: -10:00 PM;Sun: 8:00 AM-;,,,,,,,-86.087634,35.482997999999995,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,2016-06-27T23:07:18Z,TN,11987.0
4630,1008350,Mandt Marketplace,,www.facebook.com/mandtmarketplace,,,,,811 Fourth Streert,Stoughton,Dane,Wisconsin,53589,04/28/2013 to 09/22/2013,Sun: 10:00 AM-4:00 PM;,,,,,,,-89.217966,42.911654999999996,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2013-06-24T14:32:08Z,WI,13088.0
4632,1005022,Manhattan Beach Farmers Market,http://www.mbfarmersmarket.com,,,,,,"13th Street, between Valley and Morningside Drives",Manhattan Beach,Los Angeles,California,90266,September to May,Tue:11:00 am - 4:00 pm;,,,,,,,-118.40899999999999,33.8869,Closed-off public street,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2011-04-17T14:52:15Z,CA,35924.0
4633,1003980,Manhattan Farmers Market,,https://www.facebook.com/pages/Manhattan-Farmers-Market/143100112435501,,,,,South Broadway and West Main,Manhattan,Gallatin,Montana,59741,06/22/2016 to 09/07/2016,Wed: 4:00 PM-7:00 PM;,,,,,,,-111.333325,45.856792999999996,,Y,Y,Y,Y,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-06-13T16:09:45Z,MT,1750.0
4634,1018217,Manistee Farmers Market,https://manisteekitchen.org/farmers-market/,https://www.facebook.com/Manistee-Farmers-Market-203800259657175/,,,,,180 Memorial Drive,Manistee,Manistee,Michigan,49660,05/27/2017 to 10/07/2017,Sat: 8:00 AM-1:00 PM;,,,,,,,-86.323001,44.249272999999995,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,2017-06-20T16:04:45Z,MI,9422.0
4635,1005952,Manistique Farmers' Market,http://www.manistiquefarmersmarket.com,https://www.facebook.com/mstqfarmersmkt,mstqfarmersmkt,,,,180 N. Maple,Manistique,Schoolcraft,Michigan,49854,05/18/2016 to 09/21/2016,Wed: 4:00 PM-6:00 PM;,,,,,,,-86.244049,45.960428,,Y,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,2016-06-28T10:05:43Z,MI,3292.0
4636,1012348,Manitou Community Market,http://www.manitoucommunitymarket.org,Facebook at Manitou Community Market,,,,,,Manitou Springs,El Paso,Colorado,80829,07/07/2016 to 10/06/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-104.91281299999999,38.858321999999994,,Y,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,2016-07-08T08:51:12Z,CO,5322.0
4637,1017917,Manitowoc Farmers Market,http://www.manitowoc.org/298/Farmers-Market,https://www.facebook.com/Manitowoc-Farmers-Market-159820864084424/?ref=bookmarks,,,https://www.grow-it-forward.org/,,720 Quay Street,Manitowoc,Manitowoc,Wisconsin,54220,05/06/2017 to 10/28/2017,Sat: 8:00 AM-2:00 PM;,,,,,,,-87.65724200000001,44.09129,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,2017-04-19T10:44:52Z,WI,44932.0
4638,1017918,Manitowoc Farmers Market,http://www.manitowoc.org/298/Farmers-Market,https://www.facebook.com/Manitowoc-Farmers-Market-159820864084424/?ref=bookmarks,,,https://www.grow-it-forward.org/,,1115 Washington Street,Manitowoc,Manitowoc,Wisconsin,54220,06/06/2017 to 10/31/2017,Tue: 12:00 PM-6:00 PM;,,,,,,,-87.662662,44.088854,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,2017-04-19T10:58:43Z,WI,44932.0
4639,1003136,Mankato Farmers Market,http://www.mankatofarmersmarket.com,https://www.facebook.com/pages/Mankato-Farmers-Market/60602276251,,,,,1895 Adams St,Mankato,Blue Earth,Minnesota,56001,,Tue: 3:30 PM-6:00 PM;Thu: 3:30 PM-6:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-93.95065799999999,44.169482,Private business parking lot,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,2014-04-07T10:06:53Z,MN,61912.0
4642,1005257,Manoa Valley District Park (people's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,,2721 Kaaipu Avenue,Honolulu,Honolulu,Hawaii,96826,01/01/2015 to 12/31/2015,Mon: 6:30 AM-7:30 AM;,,,,,,,-157.808238,21.313005,,Y,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,2015-03-25T18:32:59Z,HI,833671.0
4644,1010328,Mansfield Farmers Market,http://www.mansfieldtxfarmersmarket.com,http://www.facebook.com/mansfieldtxfarmersmarket,mansfieldtxfm,,,,703 E. Broad St,Mansfield,Tarrant,Texas,76063,04/22/2017 to 10/28/2017,Sat: 8:00 AM-1:00 PM;,,,,,,,-97.13391800000001,32.564429,,Y,N,N,N,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,2017-01-25T19:17:29Z,TX,68928.0
4645,1011486,Mansfield Farmers Market,http://www.mansfieldar.org,,,,,,,Mansfield,Sebastian,Arkansas,72944,06/06/2015 to 09/26/2015,Sat: 7:00 AM-11:00 AM;,,,,,,,-94.25056500000001,35.060103000000005,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/22/2015 12:19:03 PM,AR,1101.0
4646,1004368,Mansfield Growers Market,http://www.mansfieldgrowersmarket.wordpress.com,https://www.facebook.com/mansfieldgrowersmarket,,,,,30 E. Wellsboro Street,Mansfield,Tioga,Pennsylvania,16933,04/04/2014 to 11/21/2014,Fri: 3:00 PM-6:00 PM;,,,,,,,-77.07686617970471,41.8072801083326,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-05-19T17:06:49Z,PA,3553.0
4648,1018310,Manson Farmers Market,,,,,,,,Manson,Calhoun,Iowa,50563,07/11/2017 to 09/26/2017,Tue: 4:00 PM-6:00 PM;,,,,,,,-94.539507,42.527104,,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,2017-06-21T14:55:45Z,IA,1589.0
4649,1000334,Manteca Certified Farmers Market,http://www.visitmanteca.org,,,,,,100 Manteca Avenue,Manteca,San Joaquin,California,95337,06/03/2014 to 08/26/2014,Tue: 4:30 PM-7:30 PM;,,,,,,,-121.21985020000001,37.7977403,Closed-off public street,N,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,2014-05-12T14:07:56Z,CA,98736.0
4650,1010120,Manteno Chamber Of Commerce Farmers' Market,http://www.mantenochamber.com,https://www.facebook.com/mantenofarmersmarket,,,instagram: village_of_manteno,instagram: village_of_manteno,50 S. Main Street,Manteno,Kankakee,Illinois,60950,06/05/2014 to 09/01/2014,Thu: 4:00 PM-7:00 PM;,,,,,,,-87.83528299999999,41.248793,,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,2016-06-27T13:14:59Z,IL,9021.0
4652,1005218,Manzanita Farmers Market,http://www.manzanitafarmersmarket.com,https://www.facebook.com/manzanitafarmersmarket/,,,,,467 Laneda Ave.,Manzanita,Tillamook,Oregon,97130,06/10/2016 to 09/16/2016,Fri: 5:00 PM-8:00 PM;,,,,,,,-123.933613,45.718959999999996,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,2016-07-08T14:22:54Z,OR,651.0
4654,1016799,Maple Valley Farmers' Market,http://www.maplevalleyfarmersmarket.com,www.facebook.com/maplevalleyfarmersmarket,mvfm_2016,,,,25700 Maple Valley Black Diamond Road,Maple Valley,King,Washington,98038,06/17/2017 to 09/30/2017,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.02147579999999,47.3715214,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,2017-01-13T22:19:29Z,WA,25758.0
4656,1018405,Maquoketa Farmers Market,http://maquoketafarmersmarket@gmail.com,Maquoketa Farmers Market,,,,,1215 Platt ST.,Maquoketa,Jackson,Iowa,,05/16/2017 to 10/17/2017,Tue: 4:00 PM-6:30 PM;,05/15/2018 to 10/16/2018,Tue: 4:00 PM-6:30 PM;,,,,,-90.6491555,42.0680597,,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,2017-06-26T11:23:51Z,IA,5936.0
4657,1001878,Mar Vista Farmers' Market,http://www.marvistafarmersmarket.org,,,,,,3826 Grand View Blvd/ Grand View at Venice Blvd,Los Angeles,Los Angeles,California,90066,01/01/2013 to 12/31/2013,Sun: 9:00 AM-2:00 PM;,,,,,,,-118.431172,34.003859999999996,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/27/2013 12:10:00 PM,CA,12815475.0
4658,1008288,Marana Farmers' Market,http://www.communityfoodbank.org,,,,,,13395 N. Marana Main St.,Marana,Pima,Arizona,85653,01/01/2013 to 12/31/2013,Tue: 3:00 AM-6:00 PM;,,,,,,,-111.21248700000001,32.45092,Healthcare Institution,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2013-06-20T16:28:11Z,AZ,44792.0
4659,1008913,Marble Hill Ym,http://www.grownyc.org,https://www.facebook.com/BronxGreenmarkets,,,,,225th St. between Broadway and Exterior,Bronx,Bronx,New York,10034,07/11/2013 to 11/21/2013,Thu: 2:00 PM-6:00 PM;,,,,,,,-73.866667,40.85,Other,Y,Y,Y,Y,Y,-,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2013-07-24T14:05:43Z,NY,1455720.0
4660,1011123,Marble Springs Farmers Market,http://www.marblesprings.net/#!farmers-market/c6dt,www.facebook.com/marble.springs,marblesprings,,,,1220 W Governor John Sevier Highway,Knoxville,Knox,Tennessee,37920,05/14/2015 to 09/24/2015,Thu: 3:00 PM-6:00 PM;,,,,,,,-83.876818,35.896958000000005,,Y,N,N,N,N,-,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2016-06-29T15:00:25Z,TN,585249.0
4662,1010711,Marceline Farmers' Market (mabcc),http://www.marcellinemarket.com,,,,,,"Ripley Park, Main Street",Marceline,Linn,Missouri,64658,05/01/2014 to 09/25/2014,Thu: 3:00 PM-7:00 PM;,,,,,,,-92.94825259999999,39.7119703,,Y,N,N,N,N,-,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-10-29T09:54:40Z,MO,2136.0
